date,activity,distance in meters,duration in seconds,notes,event name,created at,updated at
2010-02-26 11:20:00 +0000,cycling,29450.9952,3600.0,Turbo set. Found it really hard to push - back slightly sore and a bit too soon after breakfast!,,2010-02-26 11:21:14 +0000,2010-02-26 11:21:14 +0000
2010-02-26 11:21:00 +0000,running,4600.0,1140.0,Brick run out and back. Very windy but felt good.,,2010-02-26 11:22:12 +0000,2010-02-26 11:22:12 +0000
2010-02-27 21:12:00 +0000,cycling,32186.88,5100.0,HGC and back,,2010-02-27 21:13:09 +0000,2010-02-27 21:13:09 +0000
2010-02-27 21:13:00 +0000,running,13000.0,4080.0,Run to Nott Hill & back including 30 mins at 1/2IM race pace. Break in middle at flat,,2010-02-27 21:14:58 +0000,2010-02-27 21:14:58 +0000
2010-02-28 14:23:00 +0000,cycling,40000.0,6300.0,Easy ride in richmond park. Cold and very wet.,,2010-02-28 14:24:49 +0000,2010-02-28 14:24:49 +0000
2010-03-01 20:48:00 +0000,cycling,24140.16,4200.0,Commute + local,,2010-03-01 20:48:32 +0000,2010-03-01 20:48:32 +0000
2010-03-01 20:48:00 +0000,running,1609.344,480.0,Circuits session including sprints etc,,2010-03-01 20:49:18 +0000,2010-03-01 20:49:18 +0000
2010-03-02 21:29:00 +0000,cycling,20921.472,3600.0,Commute,,2010-03-02 21:29:53 +0000,2010-03-02 21:29:53 +0000
2010-03-02 21:30:00 +0000,swimming,2300.0,3600.0,Charing X swim set. Lots of catch-up!,,2010-03-02 21:30:21 +0000,2010-03-02 21:30:21 +0000
2010-03-02 21:30:00 +0000,running,8200.0,2460.0,Evening run up and back on river. Moderate pace with 4x30secs L4,,2010-03-02 21:31:05 +0000,2010-03-02 21:31:05 +0000
2010-03-03 20:57:00 +0000,swimming,3100.0,4200.0,"London Fields set. Main set reverse pyramid (5,4,3,2,1,2,3,4). 500~8mins",,2010-03-03 20:59:18 +0000,2010-03-03 20:59:18 +0000
2010-03-03 20:59:00 +0000,cycling,35405.568,6000.0,Commute + London Fields. 25mins home from UCL!,,2010-03-03 21:00:54 +0000,2010-03-03 21:00:54 +0000
2010-03-04 09:09:00 +0000,swimming,3300.0,4500.0,Swim4tri. Main set 5x400 alternating paddle/pull and flippers. Got moved up into fast lane :-),,2010-03-05 09:10:28 +0000,2010-03-05 09:10:47 +0000
2010-03-04 22:53:00 +0000,cycling,24140.16,4200.0,Commute + 1 extra lap of Hyde park (hard),,2010-03-05 09:09:06 +0000,2010-03-05 09:09:06 +0000
2010-03-05 22:38:00 +0000,cycling,20921.472,3600.0,Commute,,2010-03-06 22:38:53 +0000,2010-03-06 22:38:53 +0000
2010-03-05 22:39:00 +0000,running,5632.704,1800.0,Short run through Regent's Park - quite tired,,2010-03-06 22:39:37 +0000,2010-03-06 22:39:37 +0000
2010-03-06 22:39:00 +0000,running,10000.0,2700.0,Duathlon brick run 1. Pace comfortably hard.,,2010-03-06 22:40:32 +0000,2010-03-06 22:42:51 +0000
2010-03-06 22:40:00 +0000,cycling,38624.256,3900.0,Brick part 2 - turbo set. Big gear steady.,,2010-03-06 22:41:33 +0000,2010-03-06 22:41:33 +0000
2010-03-06 22:41:00 +0000,running,5000.0,1440.0,Brick part 3: Quite tough!,,2010-03-06 22:42:29 +0000,2010-03-06 22:42:29 +0000
2010-03-07 09:52:00 +0000,cycling,101400.0,14400.0,"3 Hills with Serpies. Legs tired from day before, hills a bit of a shocker",,2010-03-09 09:53:55 +0000,2010-03-09 09:53:55 +0000
2010-03-08 09:50:00 +0000,cycling,25749.504,4800.0,Camden and back (easy),,2010-03-09 09:51:12 +0000,2010-03-09 09:51:12 +0000
2010-03-09 12:05:00 +0000,running,6759.2448,2370.0,Easy run with circuit style stuff. Hamstrings very tight,,2010-03-09 12:05:58 +0000,2010-03-09 12:05:58 +0000
2010-03-09 22:23:00 +0000,cycling,11265.408,2100.0,Commute (one way),,2010-03-09 22:24:17 +0000,2010-03-09 22:24:17 +0000
2010-03-09 22:24:00 +0000,swimming,2000.0,3600.0,Charing X swim - felt knackered & didn't finish the main set,,2010-03-09 22:25:23 +0000,2010-03-09 22:25:23 +0000
2010-03-10 22:19:00 +0000,cycling,30577.536,4800.0,Commute + 2 laps of hyde park @ L2,,2010-03-10 22:19:49 +0000,2010-03-10 22:19:49 +0000
2010-03-11 20:29:00 +0000,swimming,2600.0,4200.0,Swim4tri. Main set 6x266 medley!!! Ouch!!!,,2010-03-12 20:30:02 +0000,2010-03-12 20:30:02 +0000
2010-03-12 20:30:00 +0000,running,7000.0,1950.0,First part of brick (inc 10 mins wu),,2010-03-12 20:31:55 +0000,2010-03-12 20:31:55 +0000
2010-03-12 20:32:00 +0000,cycling,39428.928,4500.0,"2nd part of brick as 35min L3, 15min L2, 25min L3-4 - HR averages 139/124/155",,2010-03-12 20:39:45 +0000,2010-03-12 20:39:45 +0000
2010-03-12 20:40:00 +0000,running,6200.0,1800.0,"3rd part of brick. 25mins L3 (avg 170), 5cd. Hamstrings tight towards end",,2010-03-12 20:41:21 +0000,2010-03-12 20:41:21 +0000
2010-03-13 19:34:00 +0000,cycling,47000.0,8220.0,Golf club and back inc 2 laps of hyde park and 2 reps of highgate hill,,2010-03-13 19:35:29 +0000,2010-03-13 19:35:29 +0000
2010-03-14 13:43:00 +0000,running,16093.44,5400.0,"Long run along river. 10wu, 1:15 L2, 5cd. Tired",,2010-03-15 13:43:57 +0000,2010-03-15 13:43:57 +0000
2010-03-15 09:28:00 +0000,swimming,500.0,600.0,Cooldown after circuits,,2010-03-16 09:28:37 +0000,2010-03-16 09:28:51 +0000
2010-03-15 15:41:00 +0000,cycling,6437.376,1200.0,Local,,2010-03-15 15:43:04 +0000,2010-03-15 15:43:04 +0000
2010-03-16 13:31:00 +0000,running,8046.72,2263.0,Regen'ts park (sunny!). 6x4min @ L4 with 45s recovery,,2010-03-16 13:33:03 +0000,2010-03-16 13:33:03 +0000
2010-03-16 22:04:00 +0000,cycling,20921.472,3600.0,Commute,,2010-03-17 22:04:41 +0000,2010-03-17 22:04:41 +0000
2010-03-16 22:26:00 +0000,swimming,2400.0,3600.0,CharingX swim set,,2010-03-17 22:26:47 +0000,2010-03-17 22:26:47 +0000
2010-03-17 22:26:00 +0000,cycling,35405.568,6000.0,"Commute + London Fields, L3 home",,2010-03-17 22:27:25 +0000,2010-03-17 22:27:25 +0000
2010-03-17 22:27:00 +0000,running,5000.0,1620.0,L3 brick run,,2010-03-17 22:28:45 +0000,2010-03-17 22:28:45 +0000
2010-03-17 22:28:00 +0000,swimming,1200.0,2400.0,Easy swim in wetsuit in London Fields,,2010-03-17 22:29:34 +0000,2010-03-17 22:29:34 +0000
2010-03-18 17:41:00 +0000,cycling,20921.472,3600.0,Commute,,2010-03-24 17:41:40 +0000,2010-03-24 17:41:40 +0000
2010-03-19 17:41:00 +0000,running,12000.0,4500.0,Long slow run - felt shattered,,2010-03-24 17:42:22 +0000,2010-03-24 17:42:22 +0000
2010-03-20 17:42:00 +0000,cycling,107500.0,18000.0,"2.5 laps round Exmoor. Wet and very hilly, several wrong turns",,2010-03-24 17:43:44 +0000,2010-03-24 17:43:44 +0000
2010-03-21 17:44:00 +0000,cycling,92000.0,12900.0,"HIMUK course. Weather warm. Too hot, and ate too much breakfast - felt ill for second lap. Hills are a killer! 1800m climing. 2 laps 1:18,1:17",,2010-03-24 17:45:35 +0000,2010-03-24 17:45:35 +0000
2010-03-21 17:48:00 +0000,running,7000.0,3000.0,"Brick run on HIMUK course - disastrously slow (bonking), achillles sore towards end",,2010-03-24 17:49:06 +0000,2010-03-24 17:49:06 +0000
2010-03-22 17:40:00 +0000,cycling,20921.472,3600.0,Commute,,2010-03-24 17:40:46 +0000,2010-03-24 17:40:46 +0000
2010-03-23 17:39:00 +0000,cycling,20921.472,3600.0,Commute,,2010-03-24 17:39:28 +0000,2010-03-24 17:39:28 +0000
2010-03-23 17:39:00 +0000,running,9656.064,3000.0,"Intervals round regents park (8x3@L5, 90s rest)",,2010-03-24 17:40:19 +0000,2010-03-24 17:40:19 +0000
2010-03-24 10:34:00 +0000,cycling,48280.32,7200.0,"Highate, UCL, London Fields, UCL, home!",,2010-03-29 10:34:57 +0100,2010-03-29 10:34:57 +0100
2010-03-24 17:37:00 +0000,swimming,2400.0,3600.0,"London Fields lido. Main set 10x100,10x50, increasing. 100's on 1:34->1:27. 50's on 44->37",,2010-03-24 17:38:39 +0000,2010-03-24 17:38:39 +0000
2010-03-25 10:35:00 +0000,swimming,2600.0,4200.0,Swim4tri,,2010-03-29 10:35:45 +0100,2010-03-29 10:35:45 +0100
2010-03-26 10:36:00 +0000,cycling,20921.472,3600.0,Commute,,2010-03-29 10:36:23 +0100,2010-03-29 10:36:23 +0100
2010-03-26 10:36:00 +0000,running,16400.0,5400.0,Long run along canal and round regent's park. Legs heavy,,2010-03-29 10:37:33 +0100,2010-03-29 10:37:59 +0100
2010-03-27 10:38:00 +0000,cycling,120000.0,17400.0,"6 hills with Alex, Andy, Claire. Crucified by Alex! Bit sluggish up the hills, not much to give on the flats",,2010-03-29 10:38:58 +0100,2010-03-29 10:38:58 +0100
2010-03-28 10:39:00 +0100,running,6000.0,1800.0,Brick part 1. Right calf/achilles sore,,2010-03-29 10:39:54 +0100,2010-03-29 10:39:54 +0100
2010-03-28 10:40:00 +0100,cycling,40000.0,4500.0,Brick part 2 (turbo). Nothing to give - ground out the biggest gear,,2010-03-29 10:40:44 +0100,2010-03-29 10:40:44 +0100
2010-03-28 10:41:00 +0100,running,6000.0,1800.0,Brick part 3. Felt ok.,,2010-03-29 10:41:20 +0100,2010-03-29 10:41:20 +0100
2010-03-29 10:12:00 +0100,cycling,20921.472,3600.0,Commute,,2010-03-30 10:12:21 +0100,2010-03-30 10:12:21 +0100
2010-03-30 09:07:00 +0100,cycling,20921.472,3600.0,Commute inc standing power bursts,,2010-03-31 09:08:05 +0100,2010-03-31 09:08:05 +0100
2010-03-30 09:08:00 +0100,swimming,2250.0,3600.0,Charing X swim set. Main set 4x3x100 increasing,,2010-03-31 09:08:56 +0100,2010-03-31 09:08:56 +0100
2010-03-30 10:12:00 +0100,running,8046.72,2520.0,Intervals (6x4 @ L4-5). Right achilles sore,,2010-03-30 10:13:06 +0100,2010-03-30 10:13:06 +0100
2010-04-29 10:29:00 +0100,running,3218.688,1020.0,Short easy run,,2010-04-29 10:30:18 +0100,2010-04-29 10:30:18 +0100
2010-03-31 12:22:00 +0100,cycling,40000.0,5400.0,"Commute + 6 laps regents park (windy cold and rainy). Laps 9:40, 9:44, 9:35, 9:37, 9:35, 9:57 (last lap tired & traffic lights)",,2010-03-31 12:24:09 +0100,2010-03-31 12:24:09 +0100
2010-03-31 12:25:00 +0100,running,5632.704,1740.0,"Brick run (20 L3, 10 cd)",,2010-03-31 12:28:20 +0100,2010-03-31 12:28:20 +0100
2010-04-01 14:09:00 +0100,cycling,32186.88,5400.0,Commute + 2 extra laps of Hyde Park on way in. PM easy to S4T,,2010-04-06 14:11:21 +0100,2010-04-06 14:11:21 +0100
2010-04-01 14:11:00 +0100,swimming,2000.0,3600.0,Last set of block including sprints & relays,,2010-04-06 14:12:01 +0100,2010-04-06 14:12:01 +0100
2010-04-02 14:12:00 +0100,running,15000.0,4800.0,Long run along river. Felt ok.,,2010-04-06 14:12:38 +0100,2010-04-06 14:12:38 +0100
2010-04-03 14:28:00 +0100,cycling,93000.0,13500.0,"Loop from Limoux via Quillan and Lac de Montbel. Two fairly major climbs. Fairly windy, warm.",,2010-04-06 14:34:37 +0100,2010-04-06 14:34:37 +0100
2010-04-04 14:48:00 +0100,cycling,8046.72,1200.0,Quick loop around Cavanac - got soaked!,,2010-04-06 14:49:27 +0100,2010-04-06 14:49:27 +0100
2010-04-05 14:49:00 +0100,running,4023.36,1230.0,Duathlon brick run 1.,,2010-04-06 14:50:47 +0100,2010-04-06 14:50:47 +0100
2010-04-05 14:50:00 +0100,cycling,22530.816,2580.0,Duathlon brick part 2. -> Richmond Park + 1/2 loop. Very blustery.,,2010-04-06 14:51:42 +0100,2010-04-06 14:51:42 +0100
2010-04-05 14:51:00 +0100,running,4023.36,1200.0,Duathlon brick part 3.,,2010-04-06 14:52:12 +0100,2010-04-06 14:52:12 +0100
2010-04-06 14:52:00 +0100,running,6759.2448,2220.0,River loop including 3x6 @ L4,,2010-04-06 14:53:31 +0100,2010-04-06 14:53:31 +0100
2010-04-06 22:19:00 +0100,swimming,2500.0,3600.0,CharingX set. Main set pyramid 50-100-200-400-200-100-50,,2010-04-06 22:20:12 +0100,2010-04-06 22:20:12 +0100
2010-04-07 12:57:00 +0100,cycling,25749.504,4200.0,Commute + 1 lap hyde park,,2010-04-12 12:58:16 +0100,2010-04-12 12:58:16 +0100
2010-04-07 12:58:00 +0100,running,3218.688,900.0,Brick run,,2010-04-12 12:59:04 +0100,2010-04-12 12:59:04 +0100
2010-04-08 12:59:00 +0100,cycling,20921.472,3600.0,Commute,,2010-04-12 12:59:40 +0100,2010-04-12 12:59:40 +0100
2010-04-08 12:59:00 +0100,swimming,3000.0,5400.0,"Swim4tri. Main set broken 1500, time (minus rests) 24:15",,2010-04-12 13:00:37 +0100,2010-04-12 13:00:37 +0100
2010-04-09 13:00:00 +0100,cycling,20921.472,3600.0,Commute,,2010-04-12 13:01:06 +0100,2010-04-12 13:01:06 +0100
2010-04-09 13:01:00 +0100,running,7242.048,2340.0,River loop with 5x1 intervals,,2010-04-12 13:02:21 +0100,2010-04-12 13:02:21 +0100
2010-04-11 13:02:00 +0100,running,10000.0,2428.0,Emberton duathlon run 1. Solid run.,,2010-04-12 13:03:57 +0100,2010-04-12 13:03:57 +0100
2010-04-11 13:04:00 +0100,cycling,40000.0,4142.0,Emberton duathlon bike leg. Didn't feel that strong. Bad road surface and breezy.,,2010-04-12 13:05:07 +0100,2010-04-12 13:05:07 +0100
2010-04-11 13:05:00 +0100,running,5000.0,1322.0,"Emberton duathlon: run 2. Went hard and suffered! 
Overall time 2:13:14, 31/66 in age group, 151/391 overall. ",,2010-04-12 13:08:32 +0100,2010-04-12 13:08:32 +0100
2010-04-13 22:42:00 +0100,cycling,20921.472,3600.0,Commute (sore legs),,2010-04-14 22:42:50 +0100,2010-04-14 22:42:50 +0100
2010-04-13 22:43:00 +0100,swimming,2100.0,3600.0,CharingX swim set. Legs mega sore so did all with pull boy,,2010-04-14 22:43:37 +0100,2010-04-14 22:43:37 +0100
2010-04-14 22:41:00 +0100,cycling,35405.568,6000.0,Commute + HGC and back,,2010-04-14 22:42:13 +0100,2010-04-14 22:42:13 +0100
2010-04-15 10:48:00 +0100,cycling,16093.44,2700.0,Commute ... accident on way back,,2010-04-19 10:50:07 +0100,2010-04-19 10:50:07 +0100
2010-04-17 10:50:00 +0100,cycling,35405.568,7200.0,Out and about town,,2010-04-19 10:51:16 +0100,2010-04-19 10:51:16 +0100
2010-04-17 10:51:00 +0100,swimming,5000.0,5951.0,Swimathon. Left arm still sore from accident - pull slightly weak. Left knee sore kicking off the wall.,Swimathon,2010-04-19 10:52:33 +0100,2010-04-19 10:52:33 +0100
2010-04-18 10:53:00 +0100,cycling,122310.1441,16800.0,6 hills. Knee sore when standing. Arm sore over bumps!,,2010-04-19 11:23:20 +0100,2010-04-19 11:23:20 +0100
2010-04-20 10:44:00 +0100,cycling,20921.472,3600.0,Commute - sore knee,,2010-04-22 10:44:30 +0100,2010-04-22 10:45:21 +0100
2010-04-20 10:46:00 +0100,swimming,1600.0,3600.0,"Charing x. Arm and knee sore, couldn't complete main set",,2010-04-22 10:46:59 +0100,2010-04-22 10:46:59 +0100
2010-04-21 10:45:00 +0100,cycling,32186.88,6000.0,Commute + local. Knee even worse today,,2010-04-22 10:46:05 +0100,2010-04-22 10:46:05 +0100
2010-04-22 09:26:00 +0100,cycling,20921.472,3600.0,"Commute, knee a bit better",,2010-04-26 09:27:21 +0100,2010-04-26 09:27:21 +0100
2010-04-22 09:27:00 +0100,swimming,2500.0,4800.0,Swim4tri,,2010-04-26 09:28:13 +0100,2010-04-26 09:28:13 +0100
2010-04-23 09:28:00 +0100,running,7000.0,1920.0,Brick session run 1. Knee a bit sore but not too bad. First run in nearly 2 weeks!,,2010-04-26 09:29:27 +0100,2010-04-26 09:29:43 +0100
2010-04-23 09:30:00 +0100,cycling,24140.16,2820.0,"Brick session. 20 mins L3, 20 mins L4 (160-170bpm)",,2010-04-26 09:30:50 +0100,2010-04-26 09:31:07 +0100
2010-04-23 09:31:00 +0100,running,1500.0,480.0,Brick session: run 2. Just a gentle plod. Home to ice the knee. Achilles (left) a bit sore too,,2010-04-26 09:32:05 +0100,2010-04-26 09:32:05 +0100
2010-04-24 09:32:00 +0100,cycling,123500.0,17160.0,7 hills (Leith hill twice) with serpies. Felt good.,,2010-04-26 09:33:25 +0100,2010-04-26 09:33:25 +0100
2010-04-24 09:35:00 +0100,cycling,22530.816,3600.0,Golf club and (mostly) back. Legs wrecked.,,2010-04-26 09:35:51 +0100,2010-04-26 09:35:51 +0100
2010-04-24 09:37:00 +0100,running,804.672,300.0,Jog round the block after cycling,,2010-04-26 09:37:36 +0100,2010-04-26 09:37:36 +0100
2010-04-25 09:33:00 +0100,cycling,125400.0,17280.0,"5/6 hills with Serpies. Different route. Legs felt battered, and knee a bit sore. ",,2010-04-26 09:34:34 +0100,2010-04-26 09:35:12 +0100
2010-04-25 09:36:00 +0100,cycling,8046.72,1500.0,Up to the Harissons. Ow ow ow,,2010-04-26 09:36:32 +0100,2010-04-26 09:36:32 +0100
2010-04-27 10:30:00 +0100,running,8046.72,2580.0,6x3 L4 ri1,,2010-04-29 10:31:29 +0100,2010-04-29 10:31:29 +0100
2010-04-27 13:47:00 +0100,cycling,25749.504,4800.0,IOP and back. Legs tired.,,2010-04-27 13:48:05 +0100,2010-04-27 13:48:05 +0100
2010-04-27 23:00:00 +0100,swimming,1300.0,1800.0,10x100 on 2:00,,2010-04-28 23:00:43 +0100,2010-04-28 23:00:43 +0100
2010-04-28 23:00:00 +0100,cycling,35405.568,6000.0,Commute + HGC. Hard up the hill,,2010-04-28 23:01:20 +0100,2010-04-28 23:01:20 +0100
2010-04-29 22:27:00 +0100,cycling,20921.472,3600.0,Commute,,2010-04-29 22:27:37 +0100,2010-04-29 22:27:37 +0100
2010-04-29 22:27:00 +0100,swimming,2500.0,4500.0,Swim4tri. slow and shite...,,2010-04-29 22:28:25 +0100,2010-04-29 22:28:25 +0100
2010-04-30 15:27:00 +0100,running,7242.048,2400.0,River loop with 5x1 pickups,,2010-04-30 15:28:21 +0100,2010-04-30 15:28:21 +0100
2010-05-01 16:57:00 +0100,swimming,500.0,1800.0,Swim analysis. Need to sort my kick out!!,,2010-05-04 16:57:25 +0100,2010-05-04 16:57:25 +0100
2010-05-01 16:57:00 +0100,cycling,16093.44,2400.0,Shakedown ride,,2010-05-04 16:58:14 +0100,2010-05-04 16:58:33 +0100
2010-05-02 16:58:00 +0100,running,7500.0,1868.0,Cambridge Duathlon Run 1. ,,2010-05-04 16:59:31 +0100,2010-05-04 16:59:31 +0100
2010-05-02 16:59:00 +0100,cycling,40796.8704,4189.0,Cambridge Duathlon Bike leg. Kept cadence high. Very windy,,2010-05-04 17:01:02 +0100,2010-05-04 17:01:02 +0100
2010-05-02 17:01:00 +0100,running,7500.0,1998.0,"Cambridge Duathlon Run 2. Breathing difficulty .....
overall time 2:15:54, 70th overall and 14th in category.
103rd/54th/111th for run/bike/run ",,2010-05-04 17:01:45 +0100,2010-05-04 17:01:45 +0100
2010-05-03 17:02:00 +0100,cycling,60000.0,9900.0,Attempted 3 hills - gave up and went home. Shouldn't have been out riding!,,2010-05-04 17:02:54 +0100,2010-05-04 17:02:54 +0100
2010-05-04 13:33:00 +0100,swimming,2000.0,3600.0,CharingX set - lots of drills!,,2010-05-05 13:34:20 +0100,2010-05-05 13:34:20 +0100
2010-05-05 21:49:00 +0100,cycling,35000.0,4800.0,2 laps of Richmond Park. Punctured so headed home,,2010-05-05 21:50:27 +0100,2010-05-05 21:50:27 +0100
2010-05-05 21:50:00 +0100,cycling,20000.0,2400.0,Turbo,,2010-05-05 21:51:16 +0100,2010-05-05 21:51:16 +0100
2010-05-05 21:51:00 +0100,running,3218.688,900.0,"Brick run as 10 L4, 5cd",,2010-05-05 21:51:50 +0100,2010-05-05 21:51:50 +0100
2010-05-06 14:47:00 +0100,cycling,20921.472,3600.0,Commute,,2010-05-07 14:48:07 +0100,2010-05-07 14:48:07 +0100
2010-05-06 18:48:00 +0100,swimming,4023.36,4500.0,S4T. Main set broken 1500. Time 24:50,,2010-05-07 18:49:00 +0100,2010-05-07 18:49:00 +0100
2010-05-07 17:57:00 +0100,cycling,100000.0,13020.0,3 hills with Dan,,2010-05-07 18:46:34 +0100,2010-05-07 18:46:34 +0100
2010-05-07 18:46:00 +0100,running,7000.0,1800.0,"Brick run as 25 L3-4, 5cd",,2010-05-07 18:47:55 +0100,2010-05-07 18:47:55 +0100
2010-05-08 22:10:00 +0100,running,10100.0,3660.0,Easy run in Bath,,2010-05-08 22:11:46 +0100,2010-05-08 22:11:46 +0100
2010-05-09 15:22:00 +0100,cycling,131000.0,18840.0,"7 hills with Andy, Claire & Mike. 1579m climing inc winterfold. Felt really good!",,2010-05-09 15:23:59 +0100,2010-05-09 15:23:59 +0100
2010-05-10 08:51:00 +0100,cycling,32186.88,5400.0,Round about town,,2010-05-11 08:51:34 +0100,2010-05-11 08:51:34 +0100
2010-05-11 15:46:00 +0100,running,2253.0816,780.0,Run to tube station,,2010-05-12 15:47:25 +0100,2010-05-12 15:47:25 +0100
2010-05-12 15:47:00 +0100,running,5632.704,1800.0,Morning intervals,,2010-05-12 15:48:30 +0100,2010-05-12 15:48:30 +0100
2010-05-12 15:48:00 +0100,cycling,65000.0,8280.0,Easy cycle in Italy,,2010-05-12 15:50:19 +0100,2010-05-12 15:50:19 +0100
2010-05-12 17:54:00 +0100,swimming,2500.0,4200.0,Morning swim - mainly technique,,2010-05-12 17:55:07 +0100,2010-05-12 17:55:07 +0100
2010-05-12 17:55:00 +0100,swimming,1300.0,2700.0,"Evening swim - 4x2min,4x1min,4x30s,30s ri",,2010-05-12 17:56:23 +0100,2010-05-12 17:56:23 +0100
2010-05-13 08:34:00 +0100,running,7000.0,2100.0,5x5min intervals,,2010-05-13 08:35:22 +0100,2010-05-13 08:35:22 +0100
2010-05-13 17:52:00 +0100,cycling,88500.0,11880.0,Italy day 2. Couple of big hills,,2010-05-14 21:09:37 +0100,2010-05-14 21:09:37 +0100
2010-05-13 21:11:00 +0100,swimming,2000.0,3600.0,Fitness swim inc 400m TT (6:50) and pyramid,,2010-05-14 21:15:59 +0100,2010-05-14 21:15:59 +0100
2010-05-13 21:19:00 +0100,swimming,1000.0,1800.0,short technique swim with filming,,2010-05-14 21:20:05 +0100,2010-05-14 21:20:05 +0100
2010-05-14 21:10:00 +0100,cycling,77000.0,10800.0,Italy day 3. Flat ride,,2010-05-14 21:11:24 +0100,2010-05-14 21:11:24 +0100
2010-05-15 17:49:00 +0100,swimming,800.0,1500.0,Early morning sea swim - quite choppy!,,2010-05-15 17:50:27 +0100,2010-05-15 17:50:27 +0100
2010-05-15 17:51:00 +0100,swimming,3500.0,5400.0,Morning swim. Main set 500-100-500 pyramid with toys,,2010-05-15 17:53:28 +0100,2010-05-15 17:53:28 +0100
2010-05-15 17:54:00 +0100,running,17702.784,5400.0,Long run. Very wet and windy. Knee a bit sore,,2010-05-15 17:55:50 +0100,2010-05-15 17:55:50 +0100
2010-05-15 17:56:00 +0100,swimming,1000.0,1800.0,Evening swim. Drills and random stuff,,2010-05-15 17:57:10 +0100,2010-05-15 17:57:10 +0100
2010-05-16 17:50:00 +0100,cycling,147800.0,22905.0,"Short version of Nove Colli with a bit extra due to getting lost. Hills tough, especially Barbotta!",,2010-05-17 17:53:06 +0100,2010-05-17 17:53:34 +0100
2010-05-16 17:53:00 +0100,running,2000.0,600.0,Brick run after long cycle,,2010-05-17 17:54:11 +0100,2010-05-17 17:54:11 +0100
2010-05-16 17:54:00 +0100,swimming,1500.0,3600.0,Pyramid of pain!,,2010-05-17 17:55:55 +0100,2010-05-17 17:55:55 +0100
2010-05-17 17:56:00 +0100,swimming,800.0,1200.0,Morning sea swim - beautiful tranquil water,,2010-05-17 17:57:32 +0100,2010-05-17 17:57:32 +0100
2010-05-17 17:57:00 +0100,cycling,125000.0,15660.0,Ride to and from restaurant. Worked hard both ways (on aerobars and up hills).,,2010-05-17 17:59:11 +0100,2010-05-17 17:59:11 +0100
2010-05-17 17:59:00 +0100,swimming,1000.0,1800.0,400m TT - 6:35. Almost no rest after bike!,,2010-05-17 17:59:52 +0100,2010-05-17 17:59:52 +0100
2010-05-18 21:19:00 +0100,running,8046.72,2100.0,"Intervals. 1m@5k,45@3k,30@1500,15@800 pace, x5, 10k pace in itervals",,2010-05-18 21:20:41 +0100,2010-05-18 21:20:41 +0100
2010-05-18 21:20:00 +0100,cycling,155000.0,22200.0,"Back 5 hills of nove colli, although we got a bit lost! Hot and hilly (2166m of climbing)",,2010-05-18 21:23:27 +0100,2010-05-18 21:23:27 +0100
2010-05-18 21:24:00 +0100,swimming,500.0,600.0,Easy swim down,,2010-05-18 21:24:44 +0100,2010-05-18 21:24:44 +0100
2010-05-19 09:30:00 +0100,swimming,1500.0,2400.0,Morning swim,,2010-05-21 20:31:25 +0100,2010-05-21 20:31:25 +0100
2010-05-19 20:04:00 +0100,cycling,20000.0,3600.0,Very easy cycle,,2010-05-21 20:20:33 +0100,2010-05-21 20:21:18 +0100
2010-05-19 20:29:00 +0100,swimming,1500.0,2400.0,400m TT - 6:27 + drills + filming,,2010-05-21 20:30:34 +0100,2010-05-21 20:30:34 +0100
2010-05-20 07:28:00 +0100,swimming,1000.0,1500.0,Morning sea swim,,2010-05-21 20:28:51 +0100,2010-05-21 20:28:51 +0100
2010-05-20 20:21:00 +0100,cycling,145000.0,20700.0,Front 4 hills of nove colli + barbotta twice,,2010-05-21 20:22:36 +0100,2010-05-21 20:22:36 +0100
2010-05-20 20:22:00 +0100,running,6760.0,2160.0,"Brick run, felt ok",,2010-05-21 20:23:52 +0100,2010-05-21 20:23:52 +0100
2010-05-20 20:27:00 +0100,swimming,2000.0,2400.0,Evening swim. Reduced rest set.,,2010-05-21 20:27:42 +0100,2010-05-21 20:27:42 +0100
2010-05-21 20:24:00 +0100,cycling,80000.0,12600.0,"Easy ride up to watch Giro, spirited ride back",,2010-05-21 20:25:12 +0100,2010-05-21 20:25:12 +0100
2010-05-21 20:25:00 +0100,swimming,2000.0,2400.0,"Morning swim. Main set 20T (4m kick, 6min pull, 10min swim), 6/14/23 lengths = 1150m.",,2010-05-21 20:26:54 +0100,2010-05-21 20:26:54 +0100
2010-05-22 20:34:00 +0100,cycling,40000.0,5700.0,Cesena and back (heavy bag),,2010-05-22 20:35:18 +0100,2010-05-22 20:35:18 +0100
2010-05-22 20:38:00 +0100,swimming,1000.0,1200.0,Easy set,,2010-05-22 20:38:46 +0100,2010-05-22 20:38:46 +0100
2010-05-23 07:56:00 +0100,cycling,216000.0,28800.0,Nove Colli (+ there and back). Really really tough day - very hot,,2010-05-24 07:57:21 +0100,2010-05-24 07:57:21 +0100
2010-05-23 07:57:00 +0100,running,4000.0,1200.0,Brick run after nove colli,,2010-05-24 07:58:00 +0100,2010-05-24 07:58:00 +0100
2010-05-23 07:58:00 +0100,swimming,400.0,600.0,Gentle swim down,,2010-05-24 07:58:33 +0100,2010-05-24 07:58:56 +0100
2010-05-24 16:29:00 +0100,cycling,47500.0,8100.0,Easy cycle,,2010-05-25 16:29:55 +0100,2010-05-25 16:29:55 +0100
